pdb_file,metadata_file,protein_chains,complex_chains
data/Ankyrin_repeat_protein/pdb_files/2CP0.pdb,data/Ankyrin_repeat_protein/metadata_files/2CP0_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/4HPM.pdb,data/Ankyrin_repeat_protein/metadata_files/4HPM_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/6O3P.pdb,data/Ankyrin_repeat_protein/metadata_files/6O3P_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/7WM1.pdb,data/Ankyrin_repeat_protein/metadata_files/7WM1_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/8OS0.pdb,data/Ankyrin_repeat_protein/metadata_files/8OS0_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/6UJG.pdb,data/Ankyrin_repeat_protein/metadata_files/6UJG_metadata.json,8,1
data/Ankyrin_repeat_protein/pdb_files/6ULA.pdb,data/Ankyrin_repeat_protein/metadata_files/6ULA_metadata.json,8,1
data/Ankyrin_repeat_protein/pdb_files/6DJS.pdb,data/Ankyrin_repeat_protein/metadata_files/6DJS_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/6SCX.pdb,data/Ankyrin_repeat_protein/metadata_files/6SCX_metadata.json,3,1
data/Ankyrin_repeat_protein/pdb_files/8A19.pdb,data/Ankyrin_repeat_protein/metadata_files/8A19_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/8A1A.pdb,data/Ankyrin_repeat_protein/metadata_files/8A1A_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/6QEV.pdb,data/Ankyrin_repeat_protein/metadata_files/6QEV_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/6SGR.pdb,data/Ankyrin_repeat_protein/metadata_files/6SGR_metadata.json,8,3
data/Ankyrin_repeat_protein/pdb_files/4LSZ.pdb,data/Ankyrin_repeat_protein/metadata_files/4LSZ_metadata.json,6,3
data/Ankyrin_repeat_protein/pdb_files/4DX7.pdb,data/Ankyrin_repeat_protein/metadata_files/4DX7_metadata.json,5,2
data/Ankyrin_repeat_protein/pdb_files/4DX5.pdb,data/Ankyrin_repeat_protein/metadata_files/4DX5_metadata.json,5,2
data/Ankyrin_repeat_protein/pdb_files/6Q4N.pdb,data/Ankyrin_repeat_protein/metadata_files/6Q4N_metadata.json,5,2
data/Ankyrin_repeat_protein/pdb_files/6Q4O.pdb,data/Ankyrin_repeat_protein/metadata_files/6Q4O_metadata.json,5,2
data/Ankyrin_repeat_protein/pdb_files/6Q4P.pdb,data/Ankyrin_repeat_protein/metadata_files/6Q4P_metadata.json,5,2
data/Ankyrin_repeat_protein/pdb_files/5JMN.pdb,data/Ankyrin_repeat_protein/metadata_files/5JMN_metadata.json,5,2
data/Ankyrin_repeat_protein/pdb_files/9K4I.pdb,data/Ankyrin_repeat_protein/metadata_files/9K4I_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/2NQC.pdb,data/Ankyrin_repeat_protein/metadata_files/2NQC_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/4HRN.pdb,data/Ankyrin_repeat_protein/metadata_files/4HRN_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/8CTE.pdb,data/Ankyrin_repeat_protein/metadata_files/8CTE_metadata.json,14,7
data/Ankyrin_repeat_protein/pdb_files/7Z01.pdb,data/Ankyrin_repeat_protein/metadata_files/7Z01_metadata.json,3,3
data/Ankyrin_repeat_protein/pdb_files/7Z02.pdb,data/Ankyrin_repeat_protein/metadata_files/7Z02_metadata.json,3,3
data/Ankyrin_repeat_protein/pdb_files/7YZ6.pdb,data/Ankyrin_repeat_protein/metadata_files/7YZ6_metadata.json,3,3
data/Ankyrin_repeat_protein/pdb_files/7PJF.pdb,data/Ankyrin_repeat_protein/metadata_files/7PJF_metadata.json,3,3
data/Ankyrin_repeat_protein/pdb_files/5YIP.pdb,data/Ankyrin_repeat_protein/metadata_files/5YIP_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/5YIQ.pdb,data/Ankyrin_repeat_protein/metadata_files/5YIQ_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/3U9H.pdb,data/Ankyrin_repeat_protein/metadata_files/3U9H_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/3U9Y.pdb,data/Ankyrin_repeat_protein/metadata_files/3U9Y_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/4BJB.pdb,data/Ankyrin_repeat_protein/metadata_files/4BJB_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/3P0N.pdb,data/Ankyrin_repeat_protein/metadata_files/3P0N_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4AVW.pdb,data/Ankyrin_repeat_protein/metadata_files/4AVW_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4BS4.pdb,data/Ankyrin_repeat_protein/metadata_files/4BS4_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4BU3.pdb,data/Ankyrin_repeat_protein/metadata_files/4BU3_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4BU5.pdb,data/Ankyrin_repeat_protein/metadata_files/4BU5_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4BU8.pdb,data/Ankyrin_repeat_protein/metadata_files/4BU8_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4BUA.pdb,data/Ankyrin_repeat_protein/metadata_files/4BUA_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4BUE.pdb,data/Ankyrin_repeat_protein/metadata_files/4BUE_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4BUF.pdb,data/Ankyrin_repeat_protein/metadata_files/4BUF_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4BUI.pdb,data/Ankyrin_repeat_protein/metadata_files/4BUI_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4BUS.pdb,data/Ankyrin_repeat_protein/metadata_files/4BUS_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4BUT.pdb,data/Ankyrin_repeat_protein/metadata_files/4BUT_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4BUX.pdb,data/Ankyrin_repeat_protein/metadata_files/4BUX_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4BUY.pdb,data/Ankyrin_repeat_protein/metadata_files/4BUY_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4UFU.pdb,data/Ankyrin_repeat_protein/metadata_files/4UFU_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4UFY.pdb,data/Ankyrin_repeat_protein/metadata_files/4UFY_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4UVN.pdb,data/Ankyrin_repeat_protein/metadata_files/4UVN_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4UVO.pdb,data/Ankyrin_repeat_protein/metadata_files/4UVO_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4UVT.pdb,data/Ankyrin_repeat_protein/metadata_files/4UVT_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4UVX.pdb,data/Ankyrin_repeat_protein/metadata_files/4UVX_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4UVY.pdb,data/Ankyrin_repeat_protein/metadata_files/4UVY_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4UVZ.pdb,data/Ankyrin_repeat_protein/metadata_files/4UVZ_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4W5I.pdb,data/Ankyrin_repeat_protein/metadata_files/4W5I_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/5AKU.pdb,data/Ankyrin_repeat_protein/metadata_files/5AKU_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/5AKW.pdb,data/Ankyrin_repeat_protein/metadata_files/5AKW_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/5AL1.pdb,data/Ankyrin_repeat_protein/metadata_files/5AL1_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/5AL2.pdb,data/Ankyrin_repeat_protein/metadata_files/5AL2_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/5AL3.pdb,data/Ankyrin_repeat_protein/metadata_files/5AL3_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/5AL4.pdb,data/Ankyrin_repeat_protein/metadata_files/5AL4_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4AVU.pdb,data/Ankyrin_repeat_protein/metadata_files/4AVU_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4BJ9.pdb,data/Ankyrin_repeat_protein/metadata_files/4BJ9_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4BU6.pdb,data/Ankyrin_repeat_protein/metadata_files/4BU6_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4BU7.pdb,data/Ankyrin_repeat_protein/metadata_files/4BU7_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4BU9.pdb,data/Ankyrin_repeat_protein/metadata_files/4BU9_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4BUD.pdb,data/Ankyrin_repeat_protein/metadata_files/4BUD_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4BUU.pdb,data/Ankyrin_repeat_protein/metadata_files/4BUU_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4BUV.pdb,data/Ankyrin_repeat_protein/metadata_files/4BUV_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4BUW.pdb,data/Ankyrin_repeat_protein/metadata_files/4BUW_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4J3M.pdb,data/Ankyrin_repeat_protein/metadata_files/4J3M_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4PNL.pdb,data/Ankyrin_repeat_protein/metadata_files/4PNL_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/4PNS.pdb,data/Ankyrin_repeat_protein/metadata_files/4PNS_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/4TJW.pdb,data/Ankyrin_repeat_protein/metadata_files/4TJW_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/4UHG.pdb,data/Ankyrin_repeat_protein/metadata_files/4UHG_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4UVU.pdb,data/Ankyrin_repeat_protein/metadata_files/4UVU_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4UVV.pdb,data/Ankyrin_repeat_protein/metadata_files/4UVV_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4UX4.pdb,data/Ankyrin_repeat_protein/metadata_files/4UX4_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/5AL5.pdb,data/Ankyrin_repeat_protein/metadata_files/5AL5_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/5NUT.pdb,data/Ankyrin_repeat_protein/metadata_files/5NUT_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/5OWS.pdb,data/Ankyrin_repeat_protein/metadata_files/5OWS_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/3P0Q.pdb,data/Ankyrin_repeat_protein/metadata_files/3P0Q_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4PNM.pdb,data/Ankyrin_repeat_protein/metadata_files/4PNM_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/4PNQ.pdb,data/Ankyrin_repeat_protein/metadata_files/4PNQ_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/4TK5.pdb,data/Ankyrin_repeat_protein/metadata_files/4TK5_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/4TKF.pdb,data/Ankyrin_repeat_protein/metadata_files/4TKF_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/4TKI.pdb,data/Ankyrin_repeat_protein/metadata_files/4TKI_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/7KLJ.pdb,data/Ankyrin_repeat_protein/metadata_files/7KLJ_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/1OY3.pdb,data/Ankyrin_repeat_protein/metadata_files/1OY3_metadata.json,3,2
data/Ankyrin_repeat_protein/pdb_files/6PQO.pdb,data/Ankyrin_repeat_protein/metadata_files/6PQO_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/6PQP.pdb,data/Ankyrin_repeat_protein/metadata_files/6PQP_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/6PQQ.pdb,data/Ankyrin_repeat_protein/metadata_files/6PQQ_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/6V9V.pdb,data/Ankyrin_repeat_protein/metadata_files/6V9V_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/6WJ5.pdb,data/Ankyrin_repeat_protein/metadata_files/6WJ5_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/6QEP.pdb,data/Ankyrin_repeat_protein/metadata_files/6QEP_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/2XUM.pdb,data/Ankyrin_repeat_protein/metadata_files/2XUM_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/5NFD.pdb,data/Ankyrin_repeat_protein/metadata_files/5NFD_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/6A9X.pdb,data/Ankyrin_repeat_protein/metadata_files/6A9X_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/7C7I.pdb,data/Ankyrin_repeat_protein/metadata_files/7C7I_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/5MBL.pdb,data/Ankyrin_repeat_protein/metadata_files/5MBL_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/7CQV.pdb,data/Ankyrin_repeat_protein/metadata_files/7CQV_metadata.json,3,2
data/Ankyrin_repeat_protein/pdb_files/7XUF.pdb,data/Ankyrin_repeat_protein/metadata_files/7XUF_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/5JYO.pdb,data/Ankyrin_repeat_protein/metadata_files/5JYO_metadata.json,8,1
data/Ankyrin_repeat_protein/pdb_files/7W7L.pdb,data/Ankyrin_repeat_protein/metadata_files/7W7L_metadata.json,4,3
data/Ankyrin_repeat_protein/pdb_files/1A3Q.pdb,data/Ankyrin_repeat_protein/metadata_files/1A3Q_metadata.json,4,3
data/Ankyrin_repeat_protein/pdb_files/7VUP.pdb,data/Ankyrin_repeat_protein/metadata_files/7VUP_metadata.json,4,3
data/Ankyrin_repeat_protein/pdb_files/7VUQ.pdb,data/Ankyrin_repeat_protein/metadata_files/7VUQ_metadata.json,4,3
data/Ankyrin_repeat_protein/pdb_files/7CLI.pdb,data/Ankyrin_repeat_protein/metadata_files/7CLI_metadata.json,4,3
data/Ankyrin_repeat_protein/pdb_files/4ZLP.pdb,data/Ankyrin_repeat_protein/metadata_files/4ZLP_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/5YIS.pdb,data/Ankyrin_repeat_protein/metadata_files/5YIS_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/3DFC.pdb,data/Ankyrin_repeat_protein/metadata_files/3DFC_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/3DGK.pdb,data/Ankyrin_repeat_protein/metadata_files/3DGK_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/3EH9.pdb,data/Ankyrin_repeat_protein/metadata_files/3EH9_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/3EHA.pdb,data/Ankyrin_repeat_protein/metadata_files/3EHA_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/3F5G.pdb,data/Ankyrin_repeat_protein/metadata_files/3F5G_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/2W4K.pdb,data/Ankyrin_repeat_protein/metadata_files/2W4K_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/3GU4.pdb,data/Ankyrin_repeat_protein/metadata_files/3GU4_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/3GU5.pdb,data/Ankyrin_repeat_protein/metadata_files/3GU5_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/3GU6.pdb,data/Ankyrin_repeat_protein/metadata_files/3GU6_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/3GU7.pdb,data/Ankyrin_repeat_protein/metadata_files/3GU7_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/3GU8.pdb,data/Ankyrin_repeat_protein/metadata_files/3GU8_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/7YYY.pdb,data/Ankyrin_repeat_protein/metadata_files/7YYY_metadata.json,3,3
data/Ankyrin_repeat_protein/pdb_files/7YYZ.pdb,data/Ankyrin_repeat_protein/metadata_files/7YYZ_metadata.json,3,3
data/Ankyrin_repeat_protein/pdb_files/7YZ0.pdb,data/Ankyrin_repeat_protein/metadata_files/7YZ0_metadata.json,3,3
data/Ankyrin_repeat_protein/pdb_files/7YZ1.pdb,data/Ankyrin_repeat_protein/metadata_files/7YZ1_metadata.json,3,3
data/Ankyrin_repeat_protein/pdb_files/7YZ2.pdb,data/Ankyrin_repeat_protein/metadata_files/7YZ2_metadata.json,3,3
data/Ankyrin_repeat_protein/pdb_files/7YZ3.pdb,data/Ankyrin_repeat_protein/metadata_files/7YZ3_metadata.json,3,3
data/Ankyrin_repeat_protein/pdb_files/7YZ5.pdb,data/Ankyrin_repeat_protein/metadata_files/7YZ5_metadata.json,3,3
data/Ankyrin_repeat_protein/pdb_files/7AC5.pdb,data/Ankyrin_repeat_protein/metadata_files/7AC5_metadata.json,3,3
data/Ankyrin_repeat_protein/pdb_files/7ODN.pdb,data/Ankyrin_repeat_protein/metadata_files/7ODN_metadata.json,3,3
data/Ankyrin_repeat_protein/pdb_files/7A1S.pdb,data/Ankyrin_repeat_protein/metadata_files/7A1S_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/1K3Z.pdb,data/Ankyrin_repeat_protein/metadata_files/1K3Z_metadata.json,3,2
data/Ankyrin_repeat_protein/pdb_files/4PML.pdb,data/Ankyrin_repeat_protein/metadata_files/4PML_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/4TKG.pdb,data/Ankyrin_repeat_protein/metadata_files/4TKG_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/3T9K.pdb,data/Ankyrin_repeat_protein/metadata_files/3T9K_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/6BWI.pdb,data/Ankyrin_repeat_protein/metadata_files/6BWI_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/9L9I.pdb,data/Ankyrin_repeat_protein/metadata_files/9L9I_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/8V0D.pdb,data/Ankyrin_repeat_protein/metadata_files/8V0D_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/9OGB.pdb,data/Ankyrin_repeat_protein/metadata_files/9OGB_metadata.json,5,5
data/Ankyrin_repeat_protein/pdb_files/5NC5.pdb,data/Ankyrin_repeat_protein/metadata_files/5NC5_metadata.json,8,3
data/Ankyrin_repeat_protein/pdb_files/5D3A.pdb,data/Ankyrin_repeat_protein/metadata_files/5D3A_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4LNU.pdb,data/Ankyrin_repeat_protein/metadata_files/4LNU_metadata.json,4,4
data/Ankyrin_repeat_protein/pdb_files/2K9U.pdb,data/Ankyrin_repeat_protein/metadata_files/2K9U_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/6HC8.pdb,data/Ankyrin_repeat_protein/metadata_files/6HC8_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/6QFK.pdb,data/Ankyrin_repeat_protein/metadata_files/6QFK_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/5OVC.pdb,data/Ankyrin_repeat_protein/metadata_files/5OVC_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/5OVP.pdb,data/Ankyrin_repeat_protein/metadata_files/5OVP_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/5OVV.pdb,data/Ankyrin_repeat_protein/metadata_files/5OVV_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/7C7J.pdb,data/Ankyrin_repeat_protein/metadata_files/7C7J_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/8IR2.pdb,data/Ankyrin_repeat_protein/metadata_files/8IR2_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/8IR4.pdb,data/Ankyrin_repeat_protein/metadata_files/8IR4_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/7ALR.pdb,data/Ankyrin_repeat_protein/metadata_files/7ALR_metadata.json,3,3
data/Ankyrin_repeat_protein/pdb_files/1YYH.pdb,data/Ankyrin_repeat_protein/metadata_files/1YYH_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/7OR0.pdb,data/Ankyrin_repeat_protein/metadata_files/7OR0_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/7OR1.pdb,data/Ankyrin_repeat_protein/metadata_files/7OR1_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/5O2T.pdb,data/Ankyrin_repeat_protein/metadata_files/5O2T_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/6H47.pdb,data/Ankyrin_repeat_protein/metadata_files/6H47_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/3F5U.pdb,data/Ankyrin_repeat_protein/metadata_files/3F5U_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/2W4J.pdb,data/Ankyrin_repeat_protein/metadata_files/2W4J_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/3GUB.pdb,data/Ankyrin_repeat_protein/metadata_files/3GUB_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/3BRF.pdb,data/Ankyrin_repeat_protein/metadata_files/3BRF_metadata.json,4,4
data/Ankyrin_repeat_protein/pdb_files/1JKT.pdb,data/Ankyrin_repeat_protein/metadata_files/1JKT_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/1WVY.pdb,data/Ankyrin_repeat_protein/metadata_files/1WVY_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/5AUT.pdb,data/Ankyrin_repeat_protein/metadata_files/5AUT_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/1JKS.pdb,data/Ankyrin_repeat_protein/metadata_files/1JKS_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/5AUV.pdb,data/Ankyrin_repeat_protein/metadata_files/5AUV_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/5AUY.pdb,data/Ankyrin_repeat_protein/metadata_files/5AUY_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/1JKK.pdb,data/Ankyrin_repeat_protein/metadata_files/1JKK_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/1JKL.pdb,data/Ankyrin_repeat_protein/metadata_files/1JKL_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/1P4F.pdb,data/Ankyrin_repeat_protein/metadata_files/1P4F_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/5AUU.pdb,data/Ankyrin_repeat_protein/metadata_files/5AUU_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/5AUX.pdb,data/Ankyrin_repeat_protein/metadata_files/5AUX_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/5AV0.pdb,data/Ankyrin_repeat_protein/metadata_files/5AV0_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/5AV1.pdb,data/Ankyrin_repeat_protein/metadata_files/5AV1_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/5AV2.pdb,data/Ankyrin_repeat_protein/metadata_files/5AV2_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/5AV3.pdb,data/Ankyrin_repeat_protein/metadata_files/5AV3_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/6AAR.pdb,data/Ankyrin_repeat_protein/metadata_files/6AAR_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/7CCV.pdb,data/Ankyrin_repeat_protein/metadata_files/7CCV_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/1IG1.pdb,data/Ankyrin_repeat_protein/metadata_files/1IG1_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/6FHA.pdb,data/Ankyrin_repeat_protein/metadata_files/6FHA_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/1WVX.pdb,data/Ankyrin_repeat_protein/metadata_files/1WVX_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/2YAK.pdb,data/Ankyrin_repeat_protein/metadata_files/2YAK_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/1WVW.pdb,data/Ankyrin_repeat_protein/metadata_files/1WVW_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/6IN4.pdb,data/Ankyrin_repeat_protein/metadata_files/6IN4_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/4UV0.pdb,data/Ankyrin_repeat_protein/metadata_files/4UV0_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/4B4L.pdb,data/Ankyrin_repeat_protein/metadata_files/4B4L_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/1Z9O.pdb,data/Ankyrin_repeat_protein/metadata_files/1Z9O_metadata.json,12,2
data/Ankyrin_repeat_protein/pdb_files/8IE5.pdb,data/Ankyrin_repeat_protein/metadata_files/8IE5_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/8IE6.pdb,data/Ankyrin_repeat_protein/metadata_files/8IE6_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/8IE7.pdb,data/Ankyrin_repeat_protein/metadata_files/8IE7_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/8IE8.pdb,data/Ankyrin_repeat_protein/metadata_files/8IE8_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/9INV.pdb,data/Ankyrin_repeat_protein/metadata_files/9INV_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/7MK2.pdb,data/Ankyrin_repeat_protein/metadata_files/7MK2_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/3QO2.pdb,data/Ankyrin_repeat_protein/metadata_files/3QO2_metadata.json,8,2
data/Ankyrin_repeat_protein/pdb_files/3R93.pdb,data/Ankyrin_repeat_protein/metadata_files/3R93_metadata.json,8,2
data/Ankyrin_repeat_protein/pdb_files/6GCU.pdb,data/Ankyrin_repeat_protein/metadata_files/6GCU_metadata.json,6,3
data/Ankyrin_repeat_protein/pdb_files/2QC9.pdb,data/Ankyrin_repeat_protein/metadata_files/2QC9_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/6KZJ.pdb,data/Ankyrin_repeat_protein/metadata_files/6KZJ_metadata.json,3,2
data/Ankyrin_repeat_protein/pdb_files/9J7A.pdb,data/Ankyrin_repeat_protein/metadata_files/9J7A_metadata.json,6,3
data/Ankyrin_repeat_protein/pdb_files/9JCE.pdb,data/Ankyrin_repeat_protein/metadata_files/9JCE_metadata.json,3,3
data/Ankyrin_repeat_protein/pdb_files/9LKX.pdb,data/Ankyrin_repeat_protein/metadata_files/9LKX_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/4PNR.pdb,data/Ankyrin_repeat_protein/metadata_files/4PNR_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/4N4T.pdb,data/Ankyrin_repeat_protein/metadata_files/4N4T_metadata.json,2,1
